MythVerifCalls,MythMaxVerifTime,ThirtyTotalVerifTime,FoldTotalSynthTime,Test,ThirtyTime,SRPVerifCalls,MythTime,SRPMaxSynthTime,FoldSynthCalls,ThirtySynthCalls,CLPTotalVerifTime,FoldMaxSynthTime,MythTotalSynthTime,ThirtyMaxSynthTime,FoldTime,MythSynthCalls,SRPTime,SRPMaxVerifTime,SRPTotalSynthTime,ThirtyMaxVerifTime,MythTotalVerifTime,CLPTotalSynthTime,CLPTime,CLPSynthCalls,CLPVerifCalls,FoldTotalVerifTime,FoldVerifCalls,ThirtyTotalSynthTime,ThirtyVerifCalls,MythMaxSynthTime,FoldMaxVerifTime,SRPSynthCalls,CLPMaxVerifTime,CLPMaxSynthTime,SRPTotalVerifTime
16,455.86912631988525,incorrect,342.46768951416016,/micro/cache,incorrect,16,1.1323898792266847,122.27048873901367,3,incorrect,959.919548034668,159.38870906829834,161.07618808746338,incorrect,1.451004648208618,5,1.126003360748291,451.19175910949707,163.30256462097168,incorrect,902.0559072494507,158.20555686950684,1.1849583864212037,5,23,1005.5752277374268,14,incorrect,incorrect,120.69425582885742,538.8793230056763,5,446.2328910827637,119.0162181854248,897.1091270446777
14,4346.361565589905,incorrect,987.872052192688,/micro/listlike-tree,incorrect,14,8.365815615653991,58.0106258392334,8,incorrect,8707.779455184937,162.03300952911377,112.10386753082275,incorrect,21.461522698402405,4,8.354756569862365,4352.482962608337,113.52856159210205,incorrect,8178.148865699768,115.97230434417725,8.90865638256073,4,19,20298.24402332306,20,incorrect,incorrect,57.41910934448242,6106.806182861328,5,4330.7695388793945,59.40725803375244,8164.357495307922
12,982.958173751831,timeout,224.76224899291992,/micro/nat-nat-option-::-range,timeout,12,1.700477123260498,94.04296875,3,timeout,1928.2070636749268,94.34430599212646,82.07628726959229,timeout,1.7153927564620972,4,2.4190093994140627,1403.57027053833,117.71409511566162,timeout,1561.4964485168457,98.06709289550781,2.094939684867859,4,15,1428.3560276031494,10,timeout,timeout,64.49992656707764,1120.121693611145,4,1201.9505023956299,78.9224624633789,2227.511715888977
20,11304.086661338806,incorrect,369.09189224243164,/micro/sized-list,incorrect,18,14.901181602478028,162.85269260406494,4,incorrect,15050.93104839325,147.89972305297852,312.1225833892822,incorrect,10.98374421596527,6,14.736330151557922,11213.630747795105,321.148419380188,incorrect,14473.924922943115,305.71558475494385,15.467615246772766,6,33,10375.650596618652,14,incorrect,incorrect,161.51471138000488,6168.886756896973,7,11246.547532081604,155.97751140594482,14307.301783561707
20,3732.097339630127,error,522.8369235992432,/micro/stutter-list,error,20,11.611234164237976,844.531774520874,2,error,26413.073205947876,304.82215881347656,1893.5874223709106,error,12.675247526168823,7,13.4747709274292,4410.046195983887,2145.6209897994995,error,9492.335510253906,3169.2066192626953,29.91722688674927,7,34,12047.57285118103,10,error,error,781.9445610046387,6799.991297721863,8,5460.099673271179,1439.6718502044678,11085.943937301636
3,2382.4439764022827,incorrect,0.0,/vfa-extended/assoc-list-::-table,incorrect,3,2.4477081298828125,0.0,0,incorrect,2380.566167831421,0.0,0.0,incorrect,2.4480523824691773,0,2.453957772254944,2369.5229053497314,0.0,incorrect,2395.1738595962524,0.0,2.4492754220962523,0,3,2380.578899383545,3,incorrect,incorrect,0.0,2367.849278450012,0,2367.9657459259033,0.0,2382.2606325149536
timeout,timeout,incorrect,timeout,/vfa-extended/bst-::-table,incorrect,timeout,timeout,timeout,timeout,incorrect,timeout,timeout,timeout,incorrect,timeout,timeout,timeout,timeout,timeout,incorrect,timeout,timeout,timeout,timeout,timeout,timeout,timeout,incorrect,incorrect,timeout,timeout,timeout,timeout,timeout,timeout
3,6814.217710494995,incorrect,0.0,/vfa-extended/trie-::-table,incorrect,3,13.223085284233093,0.0,0,incorrect,13172.354865074158,0.0,0.0,incorrect,13.236389136314392,0,13.211902284622193,6821.788001060486,0.0,incorrect,13167.592334747314,0.0,13.243292880058288,0,3,13179.085874557495,3,incorrect,incorrect,0.0,6826.817631721497,0,6819.154644012451,0.0,13162.245273590088
3,1799.5221138000488,incorrect,0.0,/vfa/assoc-list-::-table,incorrect,3,1.8664665699005127,0.0,0,incorrect,1808.6179494857788,0.0,0.0,incorrect,1.8586442947387696,0,1.8672676801681518,1786.5307807922363,0.0,incorrect,1811.9364023208618,0.0,1.862967324256897,0,3,1792.4658298492432,3,incorrect,incorrect,0.0,1780.4938316345215,0,1796.6917037963867,0.0,1798.4185218811035
3,11785.315251350403,incorrect,0.0,/vfa/bst-::-table,incorrect,3,11.855096197128296,0.0,0,incorrect,30552.918672561646,0.0,0.0,incorrect,11.816056632995606,0,19.33866775035858,19243.578958511353,0.0,incorrect,11800.11236667633,0.0,30.63734440803528,0,3,11744.672560691833,3,incorrect,incorrect,0.0,11729.95331287384,0,30523.723578453064,0.0,19266.824436187744
54,37932.84888267517,incorrect,52562.904953956604,/vfa/tree-::-priqueue,incorrect,52,167.02898976802825,5379.563903808594,27,incorrect,272136.6551399231,18372.159671783447,21322.318196296692,incorrect,123.60183045864105,15,71.01427760124207,14201.49507522583,14682.872891426086,incorrect,136701.63855552673,9624.460673332214,285.7660102844238,15,145,59763.57755661011,61,incorrect,incorrect,10223.603892326355,13720.177435874939,23,13755.420184135437,5031.905770301819,52018.09344291687
54,13830.582213401794,error,12771.075916290283,/vfa/tree-::-priqueue+binfuncs,error,52,76.2181452035904,6858.324766159058,21,error,319421.5800523758,2888.8649463653564,11812.348055839539,error,52.12923898696899,15,81.8522317647934,13741.866660118103,19355.98406791687,error,60677.110838890076,11731.6743850708,335.1815845727921,15,145,36294.952845573425,53,error,error,6266.947889328003,9817.923259735107,23,13878.105330467224,6249.40140247345,58154.636096954346
3,8486.121726036072,incorrect,0.0,/vfa/trie-::-table,incorrect,3,14.605077242851257,0.0,0,incorrect,14447.198224067688,0.0,0.0,incorrect,14.548823857307434,0,14.514288401603698,8422.909092903137,0.0,incorrect,14525.543141365051,0.0,14.507416009902954,0,3,14496.792268753052,3,incorrect,incorrect,0.0,8460.97388267517,0,8413.841366767883,0.0,14447.880220413208
